App,Category,Rating,Reviews,Size,Installs,Mode_achat,Price,Content_Rating,Genres,Last_Updated,Current_Ver,Android_Ver,id
Life Made WI-Fi Touchscreen Photo Frame,1.9,19,3.0M,"1,000+",Free,0,Everyone,NULL,"February 11, 2018",1.0.19,4.0 and up,NULL,1715
